timestamp,delta_c,delta_th,delta_l,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
1783347732028,-0.248,-0.064,-0.228,0.448,0.056,1.717,0.65,slouch
1783347732106,-0.24,-0.057,-0.227,0.447,0.057,1.726,0.65,slouch
1783347732184,-0.248,-0.063,-0.225,0.446,0.058,1.731,0.649,slouch
1783347732245,-0.249,-0.062,-0.228,0.445,0.059,1.734,0.649,slouch
1783347732324,-0.248,-0.062,-0.228,0.45,0.06,1.731,0.65,slouch
1783347732399,-0.25,-0.064,-0.227,0.451,0.06,1.74,0.65,slouch
1783347732475,-0.25,-0.061,-0.226,0.451,0.06,1.747,0.65,slouch
1783347732552,-0.249,-0.061,-0.227,0.457,0.058,1.756,0.653,slouch
1783347732631,-0.249,-0.062,-0.226,0.457,0.059,1.75,0.653,slouch
1783347732707,-0.248,-0.062,-0.227,0.458,0.059,1.746,0.654,slouch
1783347732784,-0.248,-0.061,-0.226,0.459,0.057,1.749,0.655,slouch
1783347732860,-0.249,-0.053,-0.223,0.46,0.057,1.751,0.655,slouch
1783347732938,-0.25,-0.062,-0.228,0.466,0.056,1.748,0.658,slouch
1783347733001,-0.247,-0.061,-0.228,0.47,0.054,1.745,0.66,slouch
1783347733077,-0.249,-0.06,-0.228,0.471,0.054,1.737,0.661,slouch
1783347733156,-0.249,-0.06,-0.227,0.47,0.052,1.736,0.66,slouch
1783347733249,-0.248,-0.06,-0.227,0.469,0.05,1.735,0.659,slouch
1783347733310,-0.251,-0.06,-0.229,0.47,0.051,1.738,0.66,slouch
1783347733387,-0.25,-0.061,-0.227,0.471,0.052,1.741,0.661,slouch
1783347733466,-0.249,-0.058,-0.227,0.47,0.051,1.742,0.661,slouch
1783347733543,-0.25,-0.06,-0.227,0.461,0.052,1.732,0.659,slouch
1783347733605,-0.249,-0.059,-0.236,0.449,0.052,1.717,0.657,slouch
1783347733681,-0.25,-0.06,-0.227,0.451,0.051,1.74,0.658,slouch
1783347733758,-0.249,-0.06,-0.227,0.451,0.051,1.736,0.658,slouch
1783347733835,-0.248,-0.061,-0.228,0.452,0.047,1.75,0.659,slouch
1783347733913,-0.249,-0.06,-0.227,0.455,0.045,1.758,0.661,slouch
1783347733992,-0.251,-0.06,-0.228,0.456,0.048,1.74,0.661,slouch
1783347734055,-0.25,-0.061,-0.226,0.453,0.048,1.738,0.659,slouch
1783347734132,-0.259,-0.061,-0.227,0.452,0.048,1.735,0.658,slouch
1783347734212,-0.249,-0.06,-0.227,0.452,0.047,1.737,0.658,slouch
1783347734274,-0.248,-0.059,-0.227,0.453,0.046,1.752,0.658,slouch
1783347734336,-0.251,-0.06,-0.225,0.453,0.046,1.752,0.658,slouch
1783347734412,-0.251,-0.059,-0.226,0.454,0.047,1.759,0.658,slouch
1783347734477,-0.248,-0.061,-0.226,0.454,0.047,1.759,0.658,slouch
1783347734553,-0.25,-0.061,-0.227,0.456,0.047,1.758,0.66,slouch
1783347734631,-0.248,-0.06,-0.227,0.458,0.047,1.758,0.661,slouch
1783347734694,-0.25,-0.06,-0.228,0.458,0.047,1.751,0.661,slouch
1783347734771,-0.249,-0.06,-0.226,0.458,0.047,1.749,0.66,slouch
1783347734850,-0.263,-0.06,-0.227,0.46,0.046,1.753,0.661,slouch
1783347734912,-0.248,-0.059,-0.228,0.46,0.047,1.754,0.661,slouch
